lastYearRptDt,lastYearEPS,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,epsForecast_num,lastYearEPS_num,noOfEsts_num,queryDate
N/A,($2.01),time-not-supplied,ASTC,Astrotech Corporation,"$6,244,283",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,$1.05,time-not-supplied,ENSC,"Ensysce Biosciences, Inc.","$6,174,364",Sep/2025,($0.85),2,,1.05,2.0,2025-11-11
N/A,($0.03),time-not-supplied,LCFY,Locafy Limited,"$5,584,027",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($5.40),time-not-supplied,POAI,Predictive Oncology Inc.,"$5,497,005",Sep/2025,,N/A,,,,2025-11-11
11/12/2024,($1.93),time-not-supplied,KALA,"KALA BIO, Inc.","$5,276,312",Sep/2025,,N/A,,,,2025-11-11
11/12/2024,($7.80),time-not-supplied,CLDI,"Calidi Biotherapeutics, Inc.","$5,139,609",Sep/2025,,N/A,,,,2025-11-11
11/12/2024,($6.30),time-not-supplied,SDOT,Sadot Group Inc.,"$5,001,220",Sep/2025,,N/A,,,,2025-11-11
N/A,($99.99),time-not-supplied,HSDT,Solana Company,"$4,901,519",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.87),time-not-supplied,RKDA,"Arcadia Biosciences, Inc.","$4,825,651",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.22),time-not-supplied,SILO,"Silo Pharma, Inc.","$4,703,384",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.28),time-not-supplied,XBIO,"Xenetic Biosciences, Inc.","$4,395,096",Sep/2025,,N/A,,,,2025-11-11
11/12/2024,($9.48),time-not-supplied,ULY,Urgent.ly Inc.,"$3,530,681",Sep/2025,,N/A,,,,2025-11-11
N/A,($8.96),time-not-supplied,INDP,"Indaptus Therapeutics, Inc.","$3,142,542",Sep/2025,,2,,,2.0,2025-11-11
N/A,($6.81),time-not-supplied,TOVX,"Theriva Biologics, Inc.","$2,853,471",Sep/2025,,2,,,2.0,2025-11-11
N/A,($2.10),time-not-supplied,ARTL,"Artelo Biosciences, Inc.","$2,458,087",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.17),time-not-supplied,AZTR,Azitra Inc,"$1,659,207",Sep/2025,($0.79),1,,,1.0,2025-11-11
N/A,($43.18),time-not-supplied,BGMS,"Bio Green Med Solution, Inc.",,Sep/2025,,2,,,2.0,2025-11-11
N/A,($99.99),time-not-supplied,EMPD,Empery Digital Inc.,,Sep/2025,,2,,,2.0,2025-11-11
11/13/2024,$0.75,time-after-hours,CSCO,"Cisco Systems, Inc.","$285,895,203,641",Oct/2025,$0.80,7,0.8,0.75,7.0,2025-11-12
11/13/2024,$0.12,time-not-supplied,NU,Nu Holdings Ltd.,"$76,134,806,512",Sep/2025,$0.15,3,0.15,0.12,3.0,2025-11-12
11/07/2024,$9.19,time-pre-market,TDG,Transdigm Group Incorporated,"$72,802,877,711",Sep/2025,$9.61,6,9.61,9.19,6.0,2025-11-12
11/06/2024,$0.73,time-after-hours,MFC,Manulife Financial Corp,"$55,743,809,844",Sep/2025,$0.74,3,0.74,0.73,3.0,2025-11-12
11/12/2024,$0.13,time-after-hours,FLUT,Flutter Entertainment plc,"$39,095,625,996",Sep/2025,$0.17,3,0.17,0.13,3.0,2025-11-12
11/12/2024,$0.15,time-pre-market,TME,Tencent Music Entertainment Group,"$34,865,840,385",Sep/2025,$0.20,2,0.2,0.15,2.0,2025-11-12
N/A,N/A,time-not-supplied,JBS,JBS N.V.,"$29,700,578,194",Sep/2025,$0.55,1,0.55,,1.0,2025-11-12
N/A,N/A,time-pre-market,CRCL,"Circle Internet Group, Inc.","$25,523,857,324",Sep/2025,$0.17,1,0.17,,1.0,2025-11-12
11/13/2024,$0.25,time-not-supplied,CYBR,CyberArk Software Ltd.,"$25,124,037,030",Sep/2025,($0.06),11,,0.25,11.0,2025-11-12
11/12/2024,$0.10,time-pre-market,ONON,On Holding AG,"$22,977,365,117",Sep/2025,$0.20,6,0.2,0.1,6.0,2025-11-12
11/05/2024,$0.32,time-pre-market,GFS,GlobalFoundries Inc.,"$19,031,259,368",Sep/2025,$0.31,6,0.31,0.32,6.0,2025-11-12
11/05/2024,$0.32,time-after-hours,PAAS,Pan American Silver Corp.,"$11,999,470,576",Sep/2025,$0.49,9,0.49,0.32,9.0,2025-11-12
11/11/2024,$0.11,time-pre-market,ICL,ICL Group Ltd.,"$8,504,014,302",Sep/2025,$0.09,1,0.09,0.11,1.0,2025-11-12
11/13/2024,$0.38,time-after-hours,TTEK,"Tetra Tech, Inc.","$8,432,398,791",Sep/2025,$0.40,2,0.4,0.38,2.0,2025-11-12
11/13/2024,$0.15,time-not-supplied,LOAR,Loar Holdings Inc.,"$7,123,733,818",Sep/2025,$0.19,1,0.19,0.15,1.0,2025-11-12
11/13/2024,$0.07,time-not-supplied,CIG,Comp En De Mn Cemig ADS,"$6,124,213,255",Sep/2025,,N/A,,0.07,,2025-11-12
11/12/2024,($0.34),time-pre-market,LEGN,Legend Biotech Corporation,"$5,885,955,514",Sep/2025,($0.13),7,,,7.0,2025-11-12
11/13/2024,$0.13,time-pre-market,HBM,Hudbay Minerals Inc.,"$5,878,366,594",Sep/2025,$0.08,15,0.08,0.13,15.0,2025-11-12
11/13/2024,$0.09,time-not-supplied,AVAL,Grupo Aval Acciones y Valores S.A.,"$4,986,129,910",Sep/2025,$0.10,1,0.1,0.09,1.0,2025-11-12
11/06/2024,$0.07,time-after-hours,LB,LandBridge Company LLC,"$4,516,480,680",Sep/2025,$0.69,2,0.69,0.07,2.0,2025-11-12
11/13/2024,$0.10,time-not-supplied,UGP,Ultrapar Participacoes S.A.,"$4,252,545,290",Sep/2025,$0.09,1,0.09,0.1,1.0,2025-11-12
11/13/2024,$0.12,time-pre-market,ENLT,Enlight Renewable Energy Ltd.,"$4,206,458,005",Sep/2025,$0.07,3,0.07,0.12,3.0,2025-11-12
11/13/2024,$0.15,time-after-hours,DLO,DLocal Limited,"$4,019,489,915",Sep/2025,$0.16,3,0.16,0.15,3.0,2025-11-12
11/06/2024,$0.11,time-after-hours,CLBT,Cellebrite DI Ltd.,"$3,807,573,986",Sep/2025,$0.10,2,0.1,0.11,2.0,2025-11-12
11/13/2024,$1.47,time-not-supplied,GFF,Griffon Corporation,"$3,439,287,402",Sep/2025,$1.56,2,1.56,1.47,2.0,2025-11-12
N/A,$0.15,time-pre-market,BGSI,Boyd Group Services Inc.,"$3,402,465,758",Sep/2025,,1,,0.15,1.0,2025-11-12
N/A,N/A,time-after-hours,FLY,Firefly Aerospace Inc.,"$3,348,422,160",Sep/2025,($0.42),1,,,1.0,2025-11-12
11/12/2024,($3.94),time-after-hours,GRAL,"GRAIL, Inc.","$2,908,696,901",Sep/2025,($3.40),1,,,1.0,2025-11-12
N/A,N/A,time-after-hours,HTFL,"Heartflow, Inc.","$2,826,293,897",Sep/2025,($0.27),1,,,1.0,2025-11-12
N/A,N/A,time-after-hours,WBI,WaterBridge Infrastructure LLC,"$2,779,320,000",Sep/2025,$0.08,1,0.08,,1.0,2025-11-12
11/12/2024,($0.15),time-after-hours,RUM,Rumble Inc.,"$2,634,093,086",Sep/2025,($0.07),2,,,2.0,2025-11-12
N/A,N/A,time-pre-market,TIC,"TIC Solutions, Inc.","$2,342,888,373",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.05),time-not-supplied,PPTA,Perpetua Resources Corp.,"$2,288,444,686",Sep/2025,($0.01),1,,,1.0,2025-11-12
11/13/2024,($0.23),time-not-supplied,SA,"Seabridge Gold, Inc.","$2,250,914,067",Sep/2025,($0.03),1,,,1.0,2025-11-12
11/07/2024,$0.22,time-after-hours,WBTN,WEBTOON Entertainment Inc.,"$2,239,931,933",Sep/2025,($0.04),2,,0.22,2.0,2025-11-12
11/13/2024,$1.01,time-not-supplied,HI,Hillenbrand Inc,"$2,225,118,224",Sep/2025,$0.62,1,0.62,1.01,1.0,2025-11-12
11/12/2024,($0.61),time-pre-market,IHS,IHS Holding Limited,"$2,214,047,822",Sep/2025,$0.10,1,0.1,,1.0,2025-11-12
11/27/2024,($0.11),time-after-hours,SID,National Steel Company,"$2,174,794,073",Sep/2025,$0.10,1,0.1,,1.0,2025-11-12
11/06/2024,$0.19,time-after-hours,ARDT,"Ardent Health, Inc.","$2,083,629,868",Sep/2025,$0.42,6,0.42,0.19,6.0,2025-11-12
N/A,N/A,time-pre-market,MH,"McGraw Hill, Inc.","$2,081,916,557",Sep/2025,$0.35,1,0.35,,1.0,2025-11-12
11/12/2024,$0.92,time-after-hours,FIHL,Fidelis Insurance Holdings Limited,"$2,018,626,502",Sep/2025,$1.60,1,1.6,0.92,1.0,2025-11-12
11/13/2024,$0.10,time-not-supplied,CSAN,Cosan S.A.,"$2,002,689,979",Sep/2025,,N/A,,0.1,,2025-11-12
11/13/2024,($0.20),time-not-supplied,GPCR,Structure Therapeutics Inc.,"$1,958,905,905",Sep/2025,($0.36),7,,,7.0,2025-11-12
11/13/2024,$0.17,time-pre-market,ARCO,Arcos Dorados Holdings Inc.,"$1,462,001,616",Sep/2025,$0.17,1,0.17,0.17,1.0,2025-11-12
11/13/2024,$0.19,time-not-supplied,ALVO,Alvotech,"$1,457,721,420",Sep/2025,$0.05,1,0.05,0.19,1.0,2025-11-12
11/12/2024,$0.53,time-pre-market,FLNG,FLEX LNG Ltd.,"$1,391,678,271",Sep/2025,,N/A,,0.53,,2025-11-12
11/12/2024,$0.10,time-after-hours,TWFG,"TWFG, Inc.","$1,371,278,739",Sep/2025,$0.16,4,0.16,0.1,4.0,2025-11-12
11/13/2024,($0.78),time-not-supplied,IMNM,"Immunome, Inc.","$1,341,363,573",Sep/2025,($0.57),6,,,6.0,2025-11-12
11/13/2024,$0.45,time-after-hours,DGII,Digi International Inc.,"$1,320,436,014",Sep/2025,$0.43,3,0.43,0.45,3.0,2025-11-12
N/A,N/A,time-pre-market,JMIA,Jumia Technologies AG,"$1,316,475,369",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,$0.31,time-not-supplied,AFYA,Afya Limited,"$1,277,193,984",Sep/2025,$0.31,1,0.31,0.31,1.0,2025-11-12
11/13/2024,($0.85),time-not-supplied,PHVS,Pharvaris N.V.,"$1,179,231,593",Sep/2025,($0.78),6,,,6.0,2025-11-12
11/13/2024,($0.16),time-not-supplied,ATAI,Atai Beckley N.V,"$1,131,706,377",Sep/2025,($0.12),3,,,3.0,2025-11-12
11/13/2024,($0.48),time-not-supplied,ELVN,"Enliven Therapeutics, Inc. ","$1,126,067,748",Sep/2025,($0.43),2,,,2.0,2025-11-12
11/13/2024,$0.26,time-not-supplied,EZPW,"EZCORP, Inc.","$1,076,643,684",Sep/2025,$0.29,1,0.29,0.26,1.0,2025-11-12
11/13/2024,($1.46),time-not-supplied,ORKA,"Oruka Therapeutics, Inc.","$1,027,273,935",Sep/2025,($0.56),5,,,5.0,2025-11-12
11/13/2024,($0.09),time-not-supplied,CNL,Collective Mining Ltd.,"$919,442,046",Sep/2025,($0.10),1,,,1.0,2025-11-12
11/13/2024,$0.51,time-after-hours,IBTA,"Ibotta, Inc.","$870,990,767",Sep/2025,$0,2,0.0,0.51,2.0,2025-11-12
10/30/2024,($0.05),time-pre-market,CRMD,CorMedix Inc.,"$852,491,489",Sep/2025,$0.48,3,0.48,,3.0,2025-11-12
11/13/2024,$0.28,time-not-supplied,AGRO,Adecoagro S.A.,"$763,947,712",Sep/2025,,N/A,,0.28,,2025-11-12
11/13/2024,$0.14,time-pre-market,GILT,Gilat Satellite Networks Ltd.,"$761,809,099",Sep/2025,$0.13,1,0.13,0.14,1.0,2025-11-12
11/13/2024,($0.05),time-pre-market,RSKD,Riskified Ltd.,"$756,683,376",Sep/2025,($0.04),3,,,3.0,2025-11-12
11/12/2024,($0.07),time-after-hours,IAUX,i-80 Gold Corp.,"$734,442,562",Sep/2025,,N/A,,,,2025-11-12
11/07/2024,($0.20),time-after-hours,SERV,Serve Robotics Inc.,"$700,017,435",Sep/2025,($0.37),3,,,3.0,2025-11-12
11/13/2024,$0.02,time-not-supplied,GYRE,"Gyre Therapeutics, Inc.","$698,270,388",Sep/2025,$0.05,2,0.05,0.02,2.0,2025-11-12
11/13/2024,($0.42),time-not-supplied,ATXS,"Astria Therapeutics, Inc.","$691,327,452",Sep/2025,($0.41),3,,,3.0,2025-11-12
11/20/2024,$0.05,time-after-hours,KLC,"KinderCare Learning Companies, Inc.","$689,838,898",Sep/2025,$0.12,3,0.12,0.05,3.0,2025-11-12
11/13/2024,($0.54),time-not-supplied,MGTX,MeiraGTx Holdings plc,"$688,630,403",Sep/2025,($0.50),2,,,2.0,2025-11-12
11/14/2024,$0.04,time-after-hours,CINT,CI&T Inc,"$622,232,023",Sep/2025,$0.08,4,0.08,0.04,4.0,2025-11-12
11/12/2024,$0.04,time-pre-market,HUYA,HUYA Inc.,"$596,770,923",Sep/2025,$0,1,0.0,0.04,1.0,2025-11-12
11/12/2024,($0.24),time-after-hours,ABSI,Absci Corporation,"$589,119,229",Sep/2025,($0.19),4,,,4.0,2025-11-12
N/A,($0.11),time-not-supplied,TRON,Tron Inc.,"$555,094,944",Sep/2025,,1,,,1.0,2025-11-12
11/12/2024,$0.64,time-after-hours,CCAP,"Crescent Capital BDC, Inc.","$525,532,736",Sep/2025,$0.47,3,0.47,0.64,3.0,2025-11-12
11/13/2024,($0.79),time-not-supplied,FDMT,"4D Molecular Therapeutics, Inc.","$502,051,520",Sep/2025,($1.02),4,,,4.0,2025-11-12
11/12/2024,$0.11,time-after-hours,KDK,"Kodiak AI, Inc.","$494,259,099",Sep/2025,($0.16),1,,0.11,1.0,2025-11-12
11/13/2024,($0.05),time-not-supplied,NB,NioCorp Developments Ltd.,"$487,925,733",Sep/2025,($0.09),1,,,1.0,2025-11-12
11/11/2024,$0.34,time-after-hours,RMR,The RMR Group Inc.,"$484,654,117",Sep/2025,$0.22,1,0.22,0.34,1.0,2025-11-12
11/13/2024,$0.16,time-not-supplied,SB,"Safe Bulkers, Inc","$478,977,190",Sep/2025,,N/A,,0.16,,2025-11-12
11/13/2024,($1.73),time-not-supplied,ALMS,Alumis Inc.,"$473,492,574",Sep/2025,($0.92),4,,,4.0,2025-11-12
11/13/2024,($0.64),time-not-supplied,OMER,Omeros Corporation,"$458,015,709",Sep/2025,($0.58),1,,,1.0,2025-11-12
11/13/2024,($0.08),time-not-supplied,ITRG,Integra Resources Corp.,"$453,014,035",Sep/2025,$0.13,4,0.13,,4.0,2025-11-12
N/A,N/A,time-after-hours,CNCK,Coincheck Group N.V.,"$451,310,115",Sep/2025,($0.01),1,,,1.0,2025-11-12
11/13/2024,($0.89),time-not-supplied,LXEO,"Lexeo Therapeutics, Inc.","$450,910,137",Sep/2025,($0.48),5,,,5.0,2025-11-12
N/A,($0.11),time-not-supplied,DC,Dakota Gold Corp.,"$446,005,132",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,$0.50,time-not-supplied,GLAD,Gladstone Capital Corporation,"$428,286,561",Sep/2025,$0.51,4,0.51,0.5,4.0,2025-11-12
10/30/2024,$0.82,time-after-hours,NOA,North American Construction Group Ltd.,"$426,706,734",Sep/2025,$0.46,2,0.46,0.82,2.0,2025-11-12
11/13/2024,($0.12),time-not-supplied,CDZI,"Cadiz, Inc.","$418,297,022",Sep/2025,($0.09),2,,,2.0,2025-11-12
11/06/2024,$0.11,time-pre-market,PERI,Perion Network Ltd,"$413,891,684",Sep/2025,$0.12,2,0.12,0.11,2.0,2025-11-12
11/12/2024,$0.02,time-after-hours,EGAN,eGain Corporation,"$409,185,430",Sep/2025,$0.02,1,0.02,0.02,1.0,2025-11-12
N/A,N/A,time-not-supplied,AIRO,"AIRO Group Holdings, Inc.","$391,299,026",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.01),time-not-supplied,NEWP,New Pacific Metals Corp.,"$381,710,568",Sep/2025,$0,1,0.0,,1.0,2025-11-12
11/12/2024,($0.31),time-pre-market,AUTL,Autolus Therapeutics plc,"$375,259,390",Sep/2025,($0.23),3,,,3.0,2025-11-12
11/13/2024,($0.69),time-after-hours,ATEX,Anterix Inc.,"$359,616,570",Sep/2025,($0.65),2,,,2.0,2025-11-12
N/A,$0.72,time-after-hours,SMLR,"Semler Scientific, Inc.","$354,572,397",Sep/2025,,1,,0.72,1.0,2025-11-12
11/13/2024,($0.15),time-not-supplied,DMAC,DiaMedica Therapeutics Inc.,"$346,832,606",Sep/2025,($0.15),1,,,1.0,2025-11-12
N/A,$0.09,time-not-supplied,PCSC,Perceptive Capital Solutions Corp,"$334,047,500",Sep/2025,,1,,0.09,1.0,2025-11-12
11/12/2024,$0.01,time-after-hours,AENT,Alliance Entertainment Holding Corporation,"$327,655,889",Sep/2025,$0.08,1,0.08,0.01,1.0,2025-11-12
11/13/2024,($0.15),time-pre-market,INVZ,Innoviz Technologies Ltd.,"$322,318,370",Sep/2025,($0.10),1,,,1.0,2025-11-12
N/A,N/A,time-not-supplied,CEP,"Cantor Equity Partners, Inc.","$303,168,746",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,$0.07,time-not-supplied,AIRJ,AirJoule Technologies Corporation,"$299,780,381",Sep/2025,($0.10),1,,0.07,1.0,2025-11-12
N/A,($0.27),time-not-supplied,PDYN,Palladyne AI Corp.,"$297,417,517",Sep/2025,,1,,,1.0,2025-11-12
11/05/2024,$0.03,time-after-hours,PAYS,"Paysign, Inc.","$277,704,629",Sep/2025,,N/A,,0.03,,2025-11-12
11/13/2024,($0.04),time-after-hours,TGEN,Tecogen Inc.,"$277,608,961",Sep/2025,($0.05),1,,,1.0,2025-11-12
11/13/2024,($0.80),time-not-supplied,KYTX,"Kyverna Therapeutics, Inc.","$275,042,442",Sep/2025,($0.97),5,,,5.0,2025-11-12
N/A,($0.01),time-not-supplied,ANNA,"AleAnna, Inc.","$271,608,005",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,$0.22,time-after-hours,FVR,"FrontView REIT, Inc.","$268,217,293",Sep/2025,$0.26,3,0.26,0.22,3.0,2025-11-12
N/A,$0.27,time-not-supplied,PCYO,Pure Cycle Corporation,"$265,780,327",Aug/2025,,1,,0.27,1.0,2025-11-12
N/A,($1.90),time-not-supplied,OZ,"Belpointe PREP, LLC","$256,951,258",Sep/2025,,1,,,1.0,2025-11-12
11/12/2024,($0.34),time-pre-market,SMTI,Sanara MedTech Inc.,"$251,224,345",Sep/2025,($0.24),1,,,1.0,2025-11-12
N/A,($0.06),time-after-hours,ALMU,"Aeluma, Inc.","$246,498,677",Sep/2025,,1,,,1.0,2025-11-12
11/06/2024,($0.06),time-after-hours,CURI,CuriosityStream Inc. ,"$237,511,905",Sep/2025,($0.02),2,,,2.0,2025-11-12
11/06/2024,($0.40),time-after-hours,MDXH,MDxHealth SA,"$235,607,310",Sep/2025,($0.12),1,,,1.0,2025-11-12
11/13/2024,($0.49),time-not-supplied,IMRX,Immuneering Corporation,"$231,714,435",Sep/2025,($0.37),3,,,3.0,2025-11-12
N/A,($0.15),time-not-supplied,AZ,A2Z Cust2Mate Solutions Corp.,"$227,999,631",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($1.95),time-not-supplied,NXXT,"NextNRG, Inc.","$222,318,315",Sep/2025,($0.05),1,,,1.0,2025-11-12
11/13/2024,$0.01,time-not-supplied,RGCO,RGC Resources Inc.,"$215,390,222",Sep/2025,($0.05),1,,0.01,1.0,2025-11-12
N/A,N/A,time-not-supplied,AARD,"Aardvark Therapeutics, Inc.","$212,629,551",Sep/2025,($0.82),1,,,1.0,2025-11-12
11/13/2024,$0.15,time-pre-market,RDCM,Radcom Ltd.,"$209,608,663",Sep/2025,$0.12,1,0.12,0.15,1.0,2025-11-12
11/12/2024,$0.16,time-after-hours,ELMD,"Electromed, Inc.","$208,144,958",Sep/2025,$0.22,2,0.22,0.16,2.0,2025-11-12
11/14/2024,$0.10,time-pre-market,EWCZ,"European Wax Center, Inc.","$207,631,956",Sep/2025,$0.12,3,0.12,0.1,3.0,2025-11-12
N/A,$0.10,time-not-supplied,CCIX,Churchill Capital Corp IX,"$207,353,709",Sep/2025,,1,,0.1,1.0,2025-11-12
N/A,($0.05),time-after-hours,DFDV,DeFi Development Corp.,"$182,250,124",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.03),time-after-hours,KRMD,"KORU Medical Systems, Inc.","$178,466,934",Sep/2025,($0.03),2,,,2.0,2025-11-12
11/13/2024,($0.15),time-not-supplied,ARMP,"Armata Pharmaceuticals, Inc.","$175,352,435",Sep/2025,($0.42),1,,,1.0,2025-11-12
11/13/2024,($0.10),time-not-supplied,SLS,"SELLAS Life Sciences Group, Inc. ","$174,793,799",Sep/2025,,N/A,,,,2025-11-12
11/13/2024,$15,time-not-supplied,CBIO,"Crescent Biopharma, Inc.","$172,823,471",Sep/2025,($1.01),3,,15.0,3.0,2025-11-12
11/06/2024,($0.07),time-pre-market,VLN,Valens Semiconductor Ltd.,"$168,092,673",Sep/2025,($0.11),3,,,3.0,2025-11-12
11/13/2024,($0.05),time-not-supplied,BTM,Bitcoin Depot Inc.,"$167,480,805",Sep/2025,$0.04,4,0.04,,4.0,2025-11-12
11/13/2024,$0.81,time-not-supplied,MPTI,"M-tron Industries, Inc.","$159,615,974",Sep/2025,$0.57,1,0.57,0.81,1.0,2025-11-12
11/12/2024,($0.15),time-after-hours,SVCO,"Silvaco Group, Inc.","$158,594,599",Sep/2025,($0.14),1,,,1.0,2025-11-12
N/A,$0.07,time-not-supplied,ALPS,ALPS Group Inc,"$157,997,110",Sep/2025,,1,,0.07,1.0,2025-11-12
11/13/2024,($0.16),time-not-supplied,ATLN,Atlantic International Corp.,"$152,360,024",Sep/2025,,N/A,,,,2025-11-12
N/A,($0.05),time-not-supplied,STRS,Stratus Properties Inc.,"$152,042,150",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($1.39),time-not-supplied,ELTX,"Elicio Therapeutics, Inc.","$149,495,299",Sep/2025,($0.62),1,,,1.0,2025-11-12
11/13/2024,($0.10),time-not-supplied,BTCS,BTCS Inc.,"$148,483,084",Sep/2025,($0.02),1,,,1.0,2025-11-12
11/14/2024,($0.94),time-after-hours,SRFM,Surf Air Mobility Inc.,"$147,321,681",Sep/2025,($0.61),2,,,2.0,2025-11-12
11/13/2024,($2.10),time-not-supplied,CYBN,Cybin Inc.,"$145,550,454",Sep/2025,($0.74),1,,,1.0,2025-11-12
N/A,($0.12),time-not-supplied,VGAS,"Verde Clean Fuels, Inc.","$141,667,795",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.08),time-not-supplied,KULR,"KULR Technology Group, Inc.","$135,658,192",Sep/2025,,N/A,,,,2025-11-12
11/13/2024,($0.55),time-not-supplied,ACTU,"Actuate Therapeutics, Inc.","$133,184,101",Sep/2025,($0.27),2,,,2.0,2025-11-12
N/A,$0.18,time-not-supplied,CAAS,"China Automotive Systems, Inc.","$128,527,191",Sep/2025,,1,,0.18,1.0,2025-11-12
11/12/2024,($0.45),time-after-hours,PLBY,"Playboy, Inc.","$123,640,823",Sep/2025,($0.02),1,,,1.0,2025-11-12
N/A,$0.04,time-after-hours,WRAP,"Wrap Technologies, Inc.","$121,461,468",Sep/2025,,1,,0.04,1.0,2025-11-12
11/13/2024,($0.22),time-pre-market,LUCD,Lucid Diagnostics Inc.,"$120,410,019",Sep/2025,($0.07),1,,,1.0,2025-11-12
N/A,($0.02),time-not-supplied,CTM,"Castellum, Inc.","$118,110,742",Sep/2025,,1,,,1.0,2025-11-12
11/12/2024,($1.10),time-pre-market,FTCI,"FTC Solar, Inc.","$117,808,392",Sep/2025,($0.57),2,,,2.0,2025-11-12
N/A,($0.32),time-not-supplied,RDZN,"Roadzen, Inc.","$116,313,285",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.25),time-not-supplied,CGTX,"Cognition Therapeutics, Inc.","$115,351,352",Sep/2025,($0.07),3,,,3.0,2025-11-12
11/12/2024,($0.11),time-after-hours,SSTI,"SoundThinking, Inc.","$113,842,134",Sep/2025,($0.07),3,,,3.0,2025-11-12
11/13/2024,($1.97),time-not-supplied,QMCO,Quantum Corporation,"$113,080,424",Sep/2025,($0.35),1,,,1.0,2025-11-12
N/A,$0.61,time-not-supplied,ESP,Espey Mfg. & Electronics Corp.,"$112,239,163",Sep/2025,,1,,0.61,1.0,2025-11-12
11/13/2024,($1.22),time-not-supplied,CLNN,Clene Inc.,"$109,097,003",Sep/2025,($0.60),2,,,2.0,2025-11-12
11/13/2024,($2.90),time-not-supplied,PTHS,Pelthos Therapeutics Inc.,"$105,714,469",Sep/2025,($0.67),1,,,1.0,2025-11-12
N/A,($0.08),time-not-supplied,ANEB,"Anebulo Pharmaceuticals, Inc.","$103,944,369",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($3.54),time-not-supplied,TIL,"Instil Bio, Inc.","$102,340,855",Sep/2025,$2,1,2.0,,1.0,2025-11-12
N/A,($1.07),time-not-supplied,VHC,VirnetX Holding Corp,"$98,491,151",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.20),time-not-supplied,MBOT,Microbot Medical Inc. ,"$92,002,797",Sep/2025,($0.06),1,,,1.0,2025-11-12
11/13/2024,($4.61),time-not-supplied,FEAM,"5E Advanced Materials, Inc.","$89,553,902",Sep/2025,,N/A,,,,2025-11-12
11/13/2024,($0.11),time-not-supplied,VANI,"Vivani Medical, Inc. ","$89,162,074",Sep/2025,($0.12),1,,,1.0,2025-11-12
11/13/2024,($0.02),time-not-supplied,IDN,"Intellicheck, Inc.","$87,562,874",Sep/2025,($0.01),3,,,3.0,2025-11-12
11/13/2024,($0.59),time-not-supplied,STRO,"Sutro Biopharma, Inc.","$86,469,661",Sep/2025,($0.42),7,,,7.0,2025-11-12
11/13/2024,($0.45),time-not-supplied,MGX,"Metagenomi, Inc.","$85,950,881",Sep/2025,($0.60),3,,,3.0,2025-11-12
11/13/2024,($0.13),time-not-supplied,QNCX,"Quince Therapeutics, Inc.","$85,942,077",Sep/2025,($0.20),2,,,2.0,2025-11-12
11/13/2024,N/A,time-not-supplied,EQ,"Equillium, Inc.","$85,684,641",Sep/2025,($0.14),1,,,1.0,2025-11-12
N/A,$0.15,time-after-hours,LPA,Logistic Properties of the Americas,"$84,871,851",Sep/2025,,1,,0.15,1.0,2025-11-12
11/06/2024,$0.20,time-pre-market,MHH,"Mastech Digital, Inc","$83,149,195",Sep/2025,$0.13,2,0.13,0.2,2.0,2025-11-12
N/A,N/A,time-not-supplied,BYSI,"BeyondSpring, Inc.","$81,471,286",Sep/2025,,1,,,1.0,2025-11-12
11/14/2024,($0.52),time-after-hours,IZEA,"IZEA Worldwide, Inc.","$81,471,084",Sep/2025,,N/A,,,,2025-11-12
N/A,N/A,time-not-supplied,GRO,Brazil Potash Corp.,"$81,437,122",Sep/2025,($0.07),1,,,1.0,2025-11-12
N/A,($0.02),time-not-supplied,ZTEK,Zentek Ltd.,"$80,936,629",Sep/2025,,1,,,1.0,2025-11-12
N/A,$0.13,time-not-supplied,OMEX,"Odyssey Marine Exploration, Inc.","$80,891,170",Sep/2025,,1,,0.13,1.0,2025-11-12
11/13/2024,($0.50),time-not-supplied,UNCY,"Unicycive Therapeutics, Inc.","$78,417,939",Sep/2025,($0.59),4,,,4.0,2025-11-12
N/A,($0.18),time-not-supplied,INTG,The Intergroup Corporation,"$77,644,756",Sep/2025,,1,,,1.0,2025-11-12
11/14/2024,($0.16),time-after-hours,GCTS,"GCT Semiconductor Holding, Inc.","$74,852,271",Sep/2025,($0.19),1,,,1.0,2025-11-12
